ID Ocorrência;Data/Hora Ocorrência;Faixa 1 Hora Fato;Mês;Ano;Dia da Semana;Status Registro;Natureza Principal;Tentado/Consumado Nat Principal;Causa Presumida;Meio Utilizado;Perímetro;Local Imediato;Bairro;Município (Código);Município (Fato);UF - Sigla;Número Envolvido/Ocorrência;Condução à Delegacia;Tipo Envolvimento;Raça/Etnia;Idade Aparente;Sexo - Código;LGBTQIA+?;Identidade de Gênero;Orientação Sexual;Escolaridade;Relação Vítima/Autor;Bairro (Envolvido);Município (Envolvido);UF - Sigla (Envolvido);Natureza Delito (Envolvido);Tentado/Consumado Delito (Envolvido)
A2025ID11007;28/02/2025 09:30;De 09:00 as 09:59;2;2025;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;USO DE SINAIS, GESTOS OU IMAGENS;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;SANTA BRANCA;310620;BELO HORIZONTE;MG;2;SEM PRISAO;SUSPEITO;IGNORADA;37;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;SANTA BRANCA;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID11007;28/02/2025 09:30;De 09:00 as 09:59;2;2025;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;USO DE SINAIS, GESTOS OU IMAGENS;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;SANTA BRANCA;310620;BELO HORIZONTE;MG;3;SEM PRISAO;SUSPEITO;IGNORADA;42;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;SANTA BRANCA;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID11009;27/02/2025 14:25;De 14:00 as 14:59;2;2025;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;JARDIM EUROPA;312510;EXTREMA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;42;M;Sim;MULHER TRANSEXUAL;HOMOSSEXUAL;SUPERIOR COMPLETO;COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;JARDIM EUROPA;EXTREMA;MG;INJURIA;Consumado
A2025ID11010;27/02/2025 05:00;De 05:00 as 05:59;2;2025;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;PRADO;310620;BELO HORIZONTE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;26;F;Sim;TRAVESTI;BISSEXUAL;SUPERIOR COMPLETO;SEM RELACIONAMENTO;PADRE EUSTAQUIO;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID11010;27/02/2025 05:00;De 05:00 as 05:59;2;2025;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;PRADO;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;28;M;Sim;HOMEM TRANSEXUAL;BISSEXUAL;SUPERIOR COMPLETO;SEM RELACIONAMENTO;PADRE EUSTAQUIO;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID11012;26/02/2025 15:30;De 15:00 as 15:59;2;2025;Quarta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;315180;POCOS DE CALDAS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;39;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;VILA RICA;POCOS DE CALDAS;MG;INJURIA RACIAL;Consumado
A2025ID11013;26/02/2025 14:30;De 14:00 as 14:59;2;2025;Quarta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - INSTITUICOES PUBLICAS;CENTRO;311320;CARANDAI;MG;7;;SUSPEITO;IGNORADA;56;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;CENTRO;CARANDAI;MG;INJURIA RACIAL;Consumado
A2025ID11013;26/02/2025 14:30;De 14:00 as 14:59;2;2025;Quarta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - INSTITUICOES PUBLICAS;CENTRO;311320;CARANDAI;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;29;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;SUPERIOR COMPLETO;COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;CENTRO;CARANDAI;MG;INJURIA RACIAL;Consumado
A2025ID11015;25/02/2025 07:00;De 07:00 as 07:59;2;2025;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CONDOMINIO SERRA DOS BANDEIRANTES;314015;MARIO CAMPOS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;24;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;AMIGO / CONHECIDO;CONDOMINIO SERRA DOS BANDEIRANTES;MARIO CAMPOS;MG;AMEACA;Consumado
A2025ID11015;25/02/2025 07:00;De 07:00 as 07:59;2;2025;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CONDOMINIO SERRA DOS BANDEIRANTES;314015;MARIO CAMPOS;MG;2;SEM PRISAO;AUTOR;BRANCA;24;M;Não;NAO INFORMADA;NAO INFORMADA;OUTROS - ESCOLARIDADE;;ITAIPU;BELO HORIZONTE;MG;AMEACA;Consumado
A2025ID11017;24/02/2025 22:08;De 22:00 as 22:59;2;2025;Segunda-Feira;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ITAIPU;310620;BELO HORIZONTE;MG;1;SEM PRISAO;AUTOR;BRANCA;66;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;ITAIPU;BELO HORIZONTE;MG;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;Consumado
A2025ID11017;24/02/2025 22:08;De 22:00 as 22:59;2;2025;Segunda-Feira;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ITAIPU;310620;BELO HORIZONTE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;18;F;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);OUTROS - RELACAO VITIMA AUTOR;VALE DO JATOBA;BELO HORIZONTE;MG;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;Consumado
A2025ID11019;24/02/2025 20:30;De 20:00 as 20:59;2;2025;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;311090;CAMPANHA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;58;M;Sim;HOMEM TRANSEXUAL;HOMOSSEXUAL;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);SEM RELACIONAMENTO;;CAMPANHA;MG;INJURIA;Consumado
A2025ID11020;24/02/2025 17:33;De 17:00 as 17:59;2;2025;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;CENTRO;314800;PATOS DE MINAS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;23;M;Sim;HOMEM TRANSEXUAL;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;NOSSA SENHORA DAS GRACAS;PATOS DE MINAS;MG;AMEACA;Consumado
A2025ID11021;24/02/2025 14:49;De 14:00 as 14:59;2;2025;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;CENTRO;313670;JUIZ DE FORA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;15;M;Sim;HOMEM TRANSEXUAL;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;BONFIM;JUIZ DE FORA;MG;INJURIA;Consumado
A2025ID11022;24/02/2025 12:00;De 12:00 as 12:59;2;2025;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;NOVO SANTO ANTONIO;312610;FORMIGA;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;15;F;Sim;HOMEM TRANSEXUAL;HOMOSSEXUAL;ENSINO MEDIO INCOMPLETO ( 2º GRAU);AMIGO / CONHECIDO;NOVO SANTO ANTONIO;FORMIGA;MG;INJURIA;Consumado
A2025ID11023;24/02/2025 10:20;De 10:00 as 10:59;2;2025;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;VILA IPE;314510;NOVA RESENDE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;34;M;Sim;HOMEM TRANSEXUAL;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;VILA IPE;NOVA RESENDE;MG;AMEACA;Consumado
A2025ID11023;24/02/2025 10:20;De 10:00 as 10:59;2;2025;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;VILA IPE;314510;NOVA RESENDE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;45;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);SEM RELACIONAMENTO;VILA IPE;NOVA RESENDE;MG;AMEACA;Consumado
A2025ID11025;24/02/2025 09:56;De 09:00 as 09:59;2;2025;Segunda-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OFERECIMENTO DE VANTAGEM A VITIMA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;SANTA EFIGENIA;313190;ITABIRITO;MG;5;SEM PRISAO;AUTOR;BRANCA;15;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);;PEDRA AZUL;ITABIRITO;MG;INJURIA RACIAL;Consumado
A2025ID11025;24/02/2025 09:56;De 09:00 as 09:59;2;2025;Segunda-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OFERECIMENTO DE VANTAGEM A VITIMA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;SANTA EFIGENIA;313190;ITABIRITO;MG;7;SEM PRISAO;AUTOR;BRANCA;16;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;SAO JOSE;ITABIRITO;MG;INJURIA RACIAL;Consumado
A2025ID11025;24/02/2025 09:56;De 09:00 as 09:59;2;2025;Segunda-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OFERECIMENTO DE VANTAGEM A VITIMA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;SANTA EFIGENIA;313190;ITABIRITO;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;16;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);OUTROS - RELACAO VITIMA AUTOR;SAO JOSE;ITABIRITO;MG;INJURIA RACIAL;Consumado
A2025ID11028;22/02/2025 21:40;De 21:00 as 21:59;2;2025;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;CENTRO;311790;CONGONHAL;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;22;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);OUTROS - RELACAO VITIMA AUTOR;CENTRO;CONGONHAL;MG;INJURIA;Consumado
A2025ID11029;22/02/2025 07:41;De 07:00 as 07:59;2;2025;Sabado;FECHADO;RACISMO - IMPEDE ACESSO A COMERCIO/NAO SERVE CLIENTE;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;310620;BELO HORIZONTE;MG;3;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;PARDA;57;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);;JULIANA;BELO HORIZONTE;MG;ATRITO VERBAL;Consumado
A2025ID11029;22/02/2025 07:41;De 07:00 as 07:59;2;2025;Sabado;FECHADO;RACISMO - IMPEDE ACESSO A COMERCIO/NAO SERVE CLIENTE;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;310620;BELO HORIZONTE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;28;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;PIRATININGA;BELO HORIZONTE;MG;ATRITO VERBAL;Consumado
A2025ID11031;21/02/2025 16:40;De 16:00 as 16:59;2;2025;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;CABANA DO PAI TOMAS;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;BRANCA;66;F;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;CABANA DO PAI TOMAS;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID11032;20/02/2025 06:00;De 06:00 as 06:59;2;2025;Quinta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;VILA VASSALO;314190;MINDURI;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;26;M;Sim;MULHER TRANSEXUAL;HETEROSSEXUAL;ENSINO MEDIO INCOMPLETO ( 2º GRAU);SEM RELACIONAMENTO;VILA VASSALO;MINDURI;MG;OUTRAS ACOES DEFESA SOCIAL;Consumado
A2025ID11033;19/02/2025 21:14;De 21:00 as 21:59;2;2025;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;LIBERDADE;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;PARDA;35;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;;;;INJURIA;Consumado
A2025ID11033;19/02/2025 21:14;De 21:00 as 21:59;2;2025;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;LIBERDADE;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;39;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;OUTROS - ESCOLARIDADE;SEM RELACIONAMENTO;DOM JOAQUIM;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID11035;19/02/2025 08:35;De 08:00 as 08:59;2;2025;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;ORGAO/SECRETARIA MUNICIPAL;SAO JOAQUIM;314390;MURIAE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;36;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR COMPLETO;COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;SAO GOTARDO;MURIAE;MG;INJURIA;Consumado
A2025ID11035;19/02/2025 08:35;De 08:00 as 08:59;2;2025;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;ORGAO/SECRETARIA MUNICIPAL;SAO JOAQUIM;314390;MURIAE;MG;2;SEM PRISAO;AUTOR;BRANCA;26;F;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;;SAO JOAQUIM;MURIAE;MG;INJURIA;Consumado
A2025ID11037;18/02/2025 16:30;De 16:00 as 16:59;2;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;HOTEL/APART-HOTEL/POUSADA/PENSAO;SERRA;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;36;F;Sim;MULHER TRANSEXUAL;HETEROSSEXUAL;SUPERIOR INCOMPLETO;SEM RELACIONAMENTO;CENTRO;TIROS;MG;INJURIA;Consumado
A2025ID11037;18/02/2025 16:30;De 16:00 as 16:59;2;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;HOTEL/APART-HOTEL/POUSADA/PENSAO;SERRA;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;IGNORADA;75;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;SERRA;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID11039;17/02/2025 20:45;De 20:00 as 20:59;2;2025;Segunda-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;VILA VASSALO;314190;MINDURI;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;26;M;Sim;MULHER TRANSEXUAL;HETEROSSEXUAL;ENSINO MEDIO INCOMPLETO ( 2º GRAU);SEM RELACIONAMENTO;JARDIM ESPERANÇA;MINDURI;MG;INJURIA RACIAL;Consumado
A2025ID11040;17/02/2025 19:16;De 19:00 as 19:59;2;2025;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;DROGARIA / FARMACIA;ALTO DOS PASSOS;313670;JUIZ DE FORA;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;50;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;BOA VISTA;JUIZ DE FORA;MG;INJURIA;Consumado
A2025ID11040;17/02/2025 19:16;De 19:00 as 19:59;2;2025;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;DROGARIA / FARMACIA;ALTO DOS PASSOS;313670;JUIZ DE FORA;MG;1;SEM PRISAO;AUTOR;PARDA;68;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;SANTA LUZIA;JUIZ DE FORA;MG;INJURIA;Consumado
A2025ID11042;17/02/2025 10:26;De 10:00 as 10:59;2;2025;Segunda-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;CARLOS PRATES;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;29;F;Sim;NAO INFORMADA;HOMOSSEXUAL;OUTROS - ESCOLARIDADE;COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;;BELO HORIZONTE;MG;DIFAMACAO;Consumado
A2025ID11042;17/02/2025 10:26;De 10:00 as 10:59;2;2025;Segunda-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;CARLOS PRATES;310620;BELO HORIZONTE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;30;F;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR INCOMPLETO;COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;;BELO HORIZONTE;MG;DIFAMACAO;Consumado
A2025ID11044;17/02/2025 03:00;De 03:00 as 03:59;2;2025;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CENTRO;311070;CAMBUQUIRA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;35;M;Não;NAO INFORMADA;NAO INFORMADA;MESTRADO;SEM RELACIONAMENTO;REGINA COELLI;CAMBUQUIRA;MG;LESAO CORPORAL;Consumado
A2025ID11045;17/02/2025 00:28;De 00:00 as 00:59;2;2025;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;RECANTO DA LAGOA;312980;IBIRITE;MG;2;SEM PRISAO;AUTOR;IGNORADA;42;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;RECANTO DA LAGOA;IBIRITE;MG;INJURIA;Consumado
A2025ID11045;17/02/2025 00:28;De 00:00 as 00:59;2;2025;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;RECANTO DA LAGOA;312980;IBIRITE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;34;F;Sim;MULHER CISGÊNERO;HOMOSSEXUAL;SUPERIOR INCOMPLETO;OUTRO PARENTESCO;RECANTO DA LAGOA;IBIRITE;MG;INJURIA;Consumado
A2025ID11047;16/02/2025 23:48;De 23:00 as 23:59;2;2025;Domingo;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;314000;MARIANA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;27;F;Sim;HOMEM TRANSEXUAL;HETEROSSEXUAL;SUPERIOR COMPLETO;SEM RELACIONAMENTO;CENTRO;MARIANA;MG;OUTRAS ACOES DEFESA SOCIAL;Consumado
A2025ID11048;16/02/2025 22:00;De 22:00 as 22:59;2;2025;Domingo;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CENTRO;313670;JUIZ DE FORA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;17;M;Sim;HOMEM TRANSEXUAL;BISSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);NAMORADO (A);ALTO DOS PASSOS;JUIZ DE FORA;MG;VIAS DE FATO / AGRESSAO;Consumado
A2025ID11048;16/02/2025 22:00;De 22:00 as 22:59;2;2025;Domingo;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CENTRO;313670;JUIZ DE FORA;MG;3;SEM PRISAO;AUTOR;PRETO;18;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);;CENTENARIO;JUIZ DE FORA;MG;VIAS DE FATO / AGRESSAO;Consumado
A2025ID11050;15/02/2025 01:48;De 01:00 as 01:59;2;2025;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;PARQUE DO ENGENHO;314480;NOVA LIMA;MG;3;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;BRANCA;49;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;PARQUE DO ENGENHO;NOVA LIMA;MG;INJURIA RACIAL;Consumado
A2025ID11050;15/02/2025 01:48;De 01:00 as 01:59;2;2025;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;PARQUE DO ENGENHO;314480;NOVA LIMA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;29;F;Sim;HOMEM TRANSEXUAL;HETEROSSEXUAL;SUPERIOR COMPLETO;VIZINHO;PARQUE DO ENGENHO;NOVA LIMA;MG;INJURIA RACIAL;Consumado
