ID Ocorrência;Data/Hora Ocorrência;Faixa 1 Hora Fato;Mês;Ano;Dia da Semana;Status Registro;Natureza Principal;Tentado/Consumado Nat Principal;Causa Presumida;Meio Utilizado;Perímetro;Local Imediato;Bairro;Município (Código);Município (Fato);UF - Sigla;Número Envolvido/Ocorrência;Condução à Delegacia;Tipo Envolvimento;Raça/Etnia;Idade Aparente;Sexo - Código;LGBTQIA+?;Identidade de Gênero;Orientação Sexual;Escolaridade;Relação Vítima/Autor;Bairro (Envolvido);Município (Envolvido);UF - Sigla (Envolvido);Natureza Delito (Envolvido);Tentado/Consumado Delito (Envolvido)
A2025ID10961;11/03/2025 07:40;De 07:00 as 07:59;3;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CAMPO BELO;313490;JACUTINGA;MG;1;SEM PRISAO;AUTOR;BRANCA;42;F;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;;BANDEIRAS;OSASCO;SP;INJURIA;Consumado
A2025ID10961;11/03/2025 07:40;De 07:00 as 07:59;3;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CAMPO BELO;313490;JACUTINGA;MG;2;SEM PRISAO;AUTOR;IGNORADA;50;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;BANDEIRAS;OSASCO;SP;INJURIA;Consumado
A2025ID10961;11/03/2025 07:40;De 07:00 as 07:59;3;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CAMPO BELO;313490;JACUTINGA;MG;7;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;16;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);SEM RELACIONAMENTO;CAMPO BELO;JACUTINGA;MG;AMEACA;Consumado
A2025ID10961;11/03/2025 07:40;De 07:00 as 07:59;3;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CAMPO BELO;313490;JACUTINGA;MG;5;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;53;F;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;SEM RELACIONAMENTO;CAMPO BELO;JACUTINGA;MG;AMEACA;Consumado
A2025ID10961;11/03/2025 07:40;De 07:00 as 07:59;3;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CAMPO BELO;313490;JACUTINGA;MG;4;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;17;M;Sim;HOMEM TRANSEXUAL;BISSEXUAL;ENSINO MEDIO INCOMPLETO ( 2º GRAU);SEM RELACIONAMENTO;CAMPO BELO;JACUTINGA;MG;AMEACA;Consumado
A2025ID10961;11/03/2025 07:40;De 07:00 as 07:59;3;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CAMPO BELO;313490;JACUTINGA;MG;6;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;50;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);SEM RELACIONAMENTO;CAMPO BELO;JACUTINGA;MG;AMEACA;Consumado
A2025ID10961;11/03/2025 07:40;De 07:00 as 07:59;3;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CAMPO BELO;313490;JACUTINGA;MG;3;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;19;M;Sim;HOMEM TRANSEXUAL;BISSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);FILHO / ENTEADO;CAMPO BELO;JACUTINGA;MG;INJURIA;Consumado
A2025ID10968;10/03/2025 20:32;De 20:00 as 20:59;3;2025;Segunda-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;CASA;BANDEIRANTES;311860;CONTAGEM;MG;3;SEM PRISAO;AUTOR;IGNORADA;37;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;bandeirantes;CONTAGEM;MG;VIAS DE FATO / AGRESSAO;Consumado
A2025ID10968;10/03/2025 20:32;De 20:00 as 20:59;3;2025;Segunda-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;CASA;BANDEIRANTES;311860;CONTAGEM;MG;5;SEM PRISAO;AUTOR;IGNORADA;47;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;bandeirantes;CONTAGEM;MG;VIAS DE FATO / AGRESSAO;Consumado
A2025ID10968;10/03/2025 20:32;De 20:00 as 20:59;3;2025;Segunda-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;CASA;BANDEIRANTES;311860;CONTAGEM;MG;1;SEM PRISAO;AUTOR;IGNORADA;52;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;bandeirantes;CONTAGEM;MG;VIAS DE FATO / AGRESSAO;Consumado
A2025ID10968;10/03/2025 20:32;De 20:00 as 20:59;3;2025;Segunda-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;CASA;BANDEIRANTES;311860;CONTAGEM;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;18;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);PAIS / RESPONSAVEL LEGAL;SERRA DOURADA;IBIRITE;MG;VIAS DE FATO / AGRESSAO;Consumado
A2025ID10972;10/03/2025 15:00;De 15:00 as 15:59;3;2025;Segunda-Feira;FECHADO;OUTRAS INFRACOES DEMAIS LEIS ESPECIAIS;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - SERVICOS DE SAUDE;SANTA RITA;314330;MONTES CLAROS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;25;F;Sim;HOMEM TRANSEXUAL;HETEROSSEXUAL;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);SEM RELACIONAMENTO;SANTA RITA;MONTES CLAROS;MG;OUTRAS INFRACOES DEMAIS LEIS ESPECIAIS;Consumado
A2025ID10973;10/03/2025 11:40;De 11:00 as 11:59;3;2025;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;CENTRO;315160;PLANURA;MG;3;SEM PRISAO;AUTOR;IGNORADA;79;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;CENTRO;PLANURA;MG;LESAO CORPORAL;Consumado
A2025ID10973;10/03/2025 11:40;De 11:00 as 11:59;3;2025;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;CENTRO;315160;PLANURA;MG;1;;VITIMA - OUTROS;IGNORADA;16;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);AVOS / BISAVOS / TATARAVOS;Vila Guilherme;PLANURA;MG;LESAO CORPORAL;Consumado
A2025ID10975;09/03/2025 19:12;De 19:00 as 19:59;3;2025;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;JARDIM AEROPORTO;310160;ALFENAS;MG;3;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;BRANCA;46;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);;JARDIM AEROPORTO;ALFENAS;MG;INJURIA RACIAL;Consumado
A2025ID10975;09/03/2025 19:12;De 19:00 as 19:59;3;2025;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;JARDIM AEROPORTO;310160;ALFENAS;MG;4;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;BRANCA;46;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);;JARDIM AEROPORTO;ALFENAS;MG;INJURIA RACIAL;Consumado
A2025ID10975;09/03/2025 19:12;De 19:00 as 19:59;3;2025;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;JARDIM AEROPORTO;310160;ALFENAS;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;37;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);VIZINHO;JARDIM AEROPORTO;ALFENAS;MG;INJURIA RACIAL;Consumado
A2025ID10975;09/03/2025 19:12;De 19:00 as 19:59;3;2025;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;JARDIM AEROPORTO;310160;ALFENAS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;37;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;VIZINHO;JARDIM AEROPORTO;ALFENAS;MG;INJURIA RACIAL;Consumado
A2025ID10979;09/03/2025 12:57;De 12:00 as 12:59;3;2025;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;MANSOUR;317020;UBERLANDIA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;22;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;IGNORADA;MANSOUR;UBERLANDIA;MG;INJURIA;Consumado
A2025ID10980;09/03/2025 08:55;De 08:00 as 08:59;3;2025;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOJA DIVERSA;CENTRO;317180;VIRGINOPOLIS;MG;1;SEM PRISAO;AUTOR;IGNORADA;60;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;;;;INJURIA;Consumado
A2025ID10980;09/03/2025 08:55;De 08:00 as 08:59;3;2025;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOJA DIVERSA;CENTRO;317180;VIRGINOPOLIS;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;54;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);SEM RELACIONAMENTO;CENTRO;VIRGINOPOLIS;MG;INJURIA;Consumado
A2025ID10982;08/03/2025 19:30;De 19:00 as 19:59;3;2025;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;EDIFICIO RESIDENCIAL;BARRO PRETO;310620;BELO HORIZONTE;MG;4;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;BRANCA;61;F;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;;BARRO PRETO;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID10982;08/03/2025 19:30;De 19:00 as 19:59;3;2025;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;EDIFICIO RESIDENCIAL;BARRO PRETO;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;42;M;Sim;NAO INFORMADA;HOMOSSEXUAL;MESTRADO;VIZINHO;BARRO PRETO;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID10984;08/03/2025 19:26;De 19:00 as 19:59;3;2025;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;VIA DE ACESSO PUBLICA;CASAS POPULARES;312010;COUTO DE MAG.DE MINAS;MG;1;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;BRANCA;18;M;Sim;MULHER TRANSEXUAL;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);;CASAS POPULARES;COUTO DE MAG.DE MINAS;MG;CALUNIA;Consumado
A2025ID10984;08/03/2025 19:26;De 19:00 as 19:59;3;2025;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;VIA DE ACESSO PUBLICA;CASAS POPULARES;312010;COUTO DE MAG.DE MINAS;MG;5;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;14;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);VIZINHO;CASAS POPULARES;COUTO DE MAG.DE MINAS;MG;CALUNIA;Consumado
A2025ID10984;08/03/2025 19:26;De 19:00 as 19:59;3;2025;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;VIA DE ACESSO PUBLICA;CASAS POPULARES;312010;COUTO DE MAG.DE MINAS;MG;2;FLAGRANTE DE ATO INFRACIONAL;AUTOR;PRETO;16;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);;CASAS POPULARES;COUTO DE MAG.DE MINAS;MG;INJURIA RACIAL;Consumado
A2025ID10984;08/03/2025 19:26;De 19:00 as 19:59;3;2025;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;VIA DE ACESSO PUBLICA;CASAS POPULARES;312010;COUTO DE MAG.DE MINAS;MG;4;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;PRETO;33;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);;CASAS POPULARES;COUTO DE MAG.DE MINAS;MG;INJURIA RACIAL;Consumado
A2025ID10988;07/03/2025 18:22;De 18:00 as 18:59;3;2025;Sexta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;311940;CORONEL FABRICIANO;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;30;M;Sim;TRAVESTI;HOMOSSEXUAL;ALFABETIZADO;IGNORADA;NOSSA SENHORA DA PENHA;CORONEL FABRICIANO;MG;LESAO CORPORAL;Consumado
A2025ID10989;07/03/2025 09:30;De 09:00 as 09:59;3;2025;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;PERPÉTUO SOCORRO;310630;BELO ORIENTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;39;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR COMPLETO;COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;PERPÉTUO SOCORRO;BELO ORIENTE;MG;INJURIA;Consumado
A2025ID10990;06/03/2025 15:30;De 15:00 as 15:59;3;2025;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;SAO SEBASTIAO;311530;CATAGUASES;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;32;F;Não;NAO INFORMADA;HETEROSSEXUAL;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);OUTRO PARENTESCO;INDUSTRIAL;UBA;MG;INJURIA;Consumado
A2025ID10990;06/03/2025 15:30;De 15:00 as 15:59;3;2025;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;SAO SEBASTIAO;311530;CATAGUASES;MG;1;SEM PRISAO;AUTOR;PARDA;42;F;Não;NAO INFORMADA;HETEROSSEXUAL;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;SAO SEBASTIAO;CATAGUASES;MG;INJURIA;Consumado
A2025ID10992;04/03/2025 16:30;De 16:00 as 16:59;3;2025;Terça-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CADEIA PUBLICA;DISTRITO INDUSTRIAL DOIS;314800;PATOS DE MINAS;MG;2;FLAGRANTE DE ATO INFRACIONAL;AUTOR;BRANCA;27;M;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;DISTRITO INDUSTRIAL DOIS;PATOS DE MINAS;MG;LESAO CORPORAL;Consumado
A2025ID10992;04/03/2025 16:30;De 16:00 as 16:59;3;2025;Terça-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CADEIA PUBLICA;DISTRITO INDUSTRIAL DOIS;314800;PATOS DE MINAS;MG;3;FLAGRANTE DE ATO INFRACIONAL;AUTOR;BRANCA;35;M;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;DISTRITO INDUSTRIAL DOIS;PATOS DE MINAS;MG;LESAO CORPORAL;Consumado
A2025ID10992;04/03/2025 16:30;De 16:00 as 16:59;3;2025;Terça-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CADEIA PUBLICA;DISTRITO INDUSTRIAL DOIS;314800;PATOS DE MINAS;MG;6;FLAGRANTE DE ATO INFRACIONAL;AUTOR;PARDA;21;M;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;DISTRITO INDUSTRIAL DOIS;PATOS DE MINAS;MG;LESAO CORPORAL;Consumado
A2025ID10992;04/03/2025 16:30;De 16:00 as 16:59;3;2025;Terça-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CADEIA PUBLICA;DISTRITO INDUSTRIAL DOIS;314800;PATOS DE MINAS;MG;5;FLAGRANTE DE ATO INFRACIONAL;AUTOR;PARDA;27;M;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;DISTRITO INDUSTRIAL DOIS;PATOS DE MINAS;MG;LESAO CORPORAL;Consumado
A2025ID10992;04/03/2025 16:30;De 16:00 as 16:59;3;2025;Terça-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CADEIA PUBLICA;DISTRITO INDUSTRIAL DOIS;314800;PATOS DE MINAS;MG;4;FLAGRANTE DE ATO INFRACIONAL;AUTOR;PRETO;26;M;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;DISTRITO INDUSTRIAL DOIS;PATOS DE MINAS;MG;LESAO CORPORAL;Consumado
A2025ID10992;04/03/2025 16:30;De 16:00 as 16:59;3;2025;Terça-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CADEIA PUBLICA;DISTRITO INDUSTRIAL DOIS;314800;PATOS DE MINAS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;24;M;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;AMIGO / CONHECIDO;DISTRITO INDUSTRIAL DOIS;PATOS DE MINAS;MG;LESAO CORPORAL;Consumado
A2025ID10998;03/03/2025 17:00;De 17:00 as 17:59;3;2025;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;MORRINHOS;314330;MONTES CLAROS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;27;F;Sim;TRAVESTI;HOMOSSEXUAL;SUPERIOR INCOMPLETO;SEM RELACIONAMENTO;MORRINHOS;MONTES CLAROS;MG;AMEACA;Consumado
A2025ID10999;03/03/2025 08:00;De 08:00 as 08:59;3;2025;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;WALDEMAR MARCHI;312710;FRUTAL;MG;2;SEM PRISAO;AUTOR;PRETO;50;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;WALDEMAR MARCHI;FRUTAL;MG;AMEACA;Consumado
A2025ID10999;03/03/2025 08:00;De 08:00 as 08:59;3;2025;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;WALDEMAR MARCHI;312710;FRUTAL;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;57;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);VIZINHO;WALDEMAR MARCHI;FRUTAL;MG;AMEACA;Consumado
A2025ID11001;02/03/2025 14:30;De 14:00 as 14:59;3;2025;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;PARQUE DAS COLINAS;316930;TRES CORACOES;MG;1;SEM PRISAO;AUTOR;IGNORADA;47;M;Não;NAO INFORMADA;HETEROSSEXUAL;ESCOLARIDADE - IGNORADA;;PARQUE DAS COLINAS;TRES CORACOES;MG;INJURIA;Consumado
A2025ID11001;02/03/2025 14:30;De 14:00 as 14:59;3;2025;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;PARQUE DAS COLINAS;316930;TRES CORACOES;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;19;F;Sim;MULHER CISGÊNERO;HOMOSSEXUAL;SUPERIOR INCOMPLETO;OUTRO PARENTESCO;PARQUE DAS COLINAS;TRES CORACOES;MG;INJURIA;Consumado
A2025ID11003;02/03/2025 12:34;De 12:00 as 12:59;3;2025;Domingo;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;SANTA EFIGENIA;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;45;M;Sim;MULHER TRANSEXUAL;BISSEXUAL;MESTRADO;IGNORADA;SERRA;BELO HORIZONTE;MG;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;Consumado
A2025ID11004;02/03/2025 02:35;De 02:00 as 02:59;3;2025;Domingo;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;311760;CONCEICAO DO PARA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;29;M;Sim;TRAVESTI;ASSEXUAL;SUPERIOR INCOMPLETO;SEM RELACIONAMENTO;VISTA ALEGRE;PITANGUI;MG;DIFAMACAO;Consumado
A2025ID11005;28/02/2025 23:21;De 23:00 as 23:59;2;2025;Sexta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CONDOMINIO FECHADO;PIRATININGA;310620;BELO HORIZONTE;MG;2;FLAGRANTE DE ATO INFRACIONAL;AUTOR;BRANCA;66;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;PIRATININGA;BELO HORIZONTE;MG;INJURIA RACIAL;Consumado
A2025ID11005;28/02/2025 23:21;De 23:00 as 23:59;2;2025;Sexta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CONDOMINIO FECHADO;PIRATININGA;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;30;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR INCOMPLETO;VIZINHO;PIRATININGA;BELO HORIZONTE;MG;INJURIA RACIAL;Consumado
